"","atlas","id","name","abbr","neocortex","temporal_cortex","motor_cortex","frontal_cortex","claustrum","globus_pallidus","cingulate_cortex","auditory_cortex","insula","medial_prefrontal_cortex","striatum","orbitofrontal_cortex","agranular_insular_cortex","substantia_nigra","parietal_cortex","visual_cortex","piriform_cortex","prefrontal_cortex","rhinal_cortex","hippocampus","hypothalamus","somatosensory_cortex","retrosplenial_cortex","white_matter","side","name_bilateral","abbr_bilateral"
"7231","paxinos",1908,"nucleus of the solitary tract, ventrolateral part","SolVL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus of the solitary tract, ventrolateral part","le_SolVL"
"9411","paxinos",1910,"spinal trigeminal nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_spinal trigeminal nucleus","le_NA"
"9421","paxinos",1911,"spinal trigeminal nucleus, caudal part","Sp5C","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_spinal trigeminal nucleus, caudal part","le_Sp5C"
"9431","paxinos",1912,"spinal trigeminal nucleus, interpolar part","Sp5I","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_spinal trigeminal nucleus, interpolar part","le_Sp5I"
"9441","paxinos",1913,"spinal trigeminal nucleus, oral part","Sp5O","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_spinal trigeminal nucleus, oral part","le_Sp5O"
"9461","paxinos",1916,"spinal vestibular nucleus","SpVe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_spinal vestibular nucleus","le_SpVe"
"9401","paxinos",1917,"sphenoid nucleus","Sph","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_sphenoid nucleus","le_Sph"
"9501","paxinos",1918,"strial part of the preoptic area","StA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_strial part of the preoptic area","le_StA"
"9541","paxinos",1919,"striohypothalamic nucleus","StHy","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_striohypothalamic nucleus","le_StHy"
"9481","paxinos",1920,"stigmoid hypothalamic nucleus","Stg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_stigmoid hypothalamic nucleus","le_Stg"
"9531","paxinos",1921,"striatum",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_striatum","le_NA"
"3721","paxinos",1922,"dorsal striatum",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_dorsal striatum","le_NA"
"10601","paxinos",1923,"ventral striatum",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral striatum","le_NA"
"10081","paxinos",1924,"supraoculomotor periaqueductal gray","Su3","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_supraoculomotor periaqueductal gray","le_Su3"
"10071","paxinos",1925,"supraoculomotor cap","Su3C","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_supraoculomotor cap","le_Su3C"
"10121","paxinos",1926,"supratrigeminal nucleus","Su5","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_supratrigeminal nucleus","le_Su5"
"9881","paxinos",1927,"superficial gray layer of the superior colliculus","SuG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_superficial gray layer of the superior colliculus","le_SuG"
"10041","paxinos",1928,"supramammillary nucleus","SuM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_supramammillary nucleus","le_SuM"
"10051","paxinos",1929,"supramammillary nucleus, lateral part","SuML","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_supramammillary nucleus, lateral part","le_SuML"
"10061","paxinos",1930,"supramammillary nucleus, medial part","SuMM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_supramammillary nucleus, medial part","le_SuMM"
"9941","paxinos",1931,"superior salivatory nucleus","SuS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_superior salivatory nucleus","le_SuS"
"9971","paxinos",1932,"superior vestibular nucleus","SuVe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_superior vestibular nucleus","le_SuVe"
"9961","paxinos",1933,"superior vestibular nucleus","SuVe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_superior vestibular nucleus","le_SuVe"
"9701","paxinos",1934,"submedius thalamic nucleus","Sub","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_submedius thalamic nucleus","le_Sub"
"9551","paxinos",1935,"subbrachial nucleus","SubB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_subbrachial nucleus","le_SubB"
"9561","paxinos",1936,"subcoeruleus nucleus, alpha part","SubCA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_subcoeruleus nucleus, alpha part","le_SubCA"
"9571","paxinos",1937,"subcoeruleus nucleus, dorsal part","SubCD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_subcoeruleus nucleus, dorsal part","le_SubCD"
"9581","paxinos",1938,"subcoeruleus nucleus, ventral part","SubCV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_subcoeruleus nucleus, ventral part","le_SubCV"
"9711","paxinos",1939,"submedius thalamic nucleus, dorsal part","SubD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_submedius thalamic nucleus, dorsal part","le_SubD"
"9621","paxinos",1940,"subgeniculate nucleus","SubG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_subgeniculate nucleus","le_SubG"
"9651","paxinos",1941,"subincertal nucleus","SubI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_subincertal nucleus","le_SubI"
"9771","paxinos",1942,"subpostrema area","SubP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_subpostrema area","le_SubP"
"9721","paxinos",1943,"submedius thalamic nucleus, ventral part","SubV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_submedius thalamic nucleus, ventral part","le_SubV"
"9631","paxinos",1944,"Subiculum",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_Subiculum","le_NA"
"9871","paxinos",1945,"Subth",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_Subth","le_NA"
"10131","paxinos",1947,"tectal gray",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_tectal gray","le_NA"
"10231","paxinos",1948,"triangular septal nucleus","TS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_triangular septal nucleus","le_TS"
"10181","paxinos",1949,"tenia tecta",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_tenia tecta","le_NA"
"10191","paxinos",1950,"terete hypothalamic nucleus","Te","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_terete hypothalamic nucleus","le_Te"
"10171","paxinos",1951,"temporal associatin cortex","TeA","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_temporal associatin cortex","le_TeA"
"10161","paxinos",1952,"telencepahlon",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_telencepahlon","le_NA"
"10151","paxinos",1953,"tegmentum",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_tegmentum","le_NA"
"10201","paxinos",1954,"thalamus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_thalamus","le_NA"
"7361","paxinos",1956,"olfactory tubercle","Tu","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_olfactory tubercle","le_Tu"
"7371","paxinos",1960,"olfactory tubercle, layer 1",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_olfactory tubercle, layer 1","le_NA"
"10311","paxinos",1961,"tuberal region of lateral hypothalamus","TuLH","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_tuberal region of lateral hypothalamus","le_TuLH"
"7251","paxinos",1962,"nucleus of the trapezoid body","Tz","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus of the trapezoid body","le_Tz"
"6991","paxinos",1963,"Not done yet!",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_Not done yet!","le_NA"
"10341","paxinos",1964,"Unlabeled areas",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_Unlabeled areas","le_NA"
"8651","paxinos",1967,"primary visual cortex","V1","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","left","le_primary visual cortex","le_V1"
"8661","paxinos",1968,"primary visual cortex, binocular area","V1B","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","left","le_primary visual cortex, binocular area","le_V1B"
"8671","paxinos",1969,"primary visual cortex, monocular area","V1M","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","left","le_primary visual cortex, monocular area","le_V1M"
"10891","paxinos",1970,"visual cortex",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_visual cortex","le_NA"
"9261","paxinos",1971,"secondary visual cortex, lateral area","V2L","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","left","le_secondary visual cortex, lateral area","le_V2L"
"9271","paxinos",1972,"secondary visual cortex, mediolateral area","V2ML","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","left","le_secondary visual cortex, mediolateral area","le_V2ML"
"9281","paxinos",1973,"secondary visual cortex, mediomedial area","V2MM","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","left","le_secondary visual cortex, mediomedial area","le_V2MM"
"10391","paxinos",1974,"ventral anterior thalamic nucleus","VA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral anterior thalamic nucleus","le_VA"
"10401","paxinos",1976,"ventral cochlear nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral cochlear nucleus","le_NA"
"10411","paxinos",1977,"ventral cochlear nucleus, anterior part","VCA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral cochlear nucleus, anterior part","le_VCA"
"10431","paxinos",1978,"ventral cochlear nucleus, granule cell layer","VCAGr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral cochlear nucleus, granule cell layer","le_VCAGr"
"10421","paxinos",1979,"ventral cochlear nucleus, capsular part","VCCap","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral cochlear nucleus, capsular part","le_VCCap"
"10441","paxinos",1980,"ventral cochlear nucleus, posterior part","VCP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral cochlear nucleus, posterior part","le_VCP"
"10451","paxinos",1981,"ventral cochlear nucleus, posterior part, octopus cell area","VCPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral cochlear nucleus, posterior part, octopus cell area","le_VCPO"
"10541","paxinos",1982,"ventral part of claustrum","VCl","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral part of claustrum","le_VCl"
"7261","paxinos",1983,"nucleus of the vertical limb of the diagonal band","VDB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus of the vertical limb of the diagonal band","le_VDB"
"10461","paxinos",1984,"ventral endopiriform nucleus","VEn","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral endopiriform nucleus","le_VEn"
"10471","paxinos",1985,"ventral geniculate nucleus","VG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral geniculate nucleus","le_VG"
"10491","paxinos",1989,"ventral intermediate entorhinal cortex","VIEnt","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","left","le_ventral intermediate entorhinal cortex","le_VIEnt"
"10731","paxinos",1990,"ventrolateral thalamic nucleus","VL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventrolateral thalamic nucleus","le_VL"
"10691","paxinos",1992,"ventrolateral hypothalamic nucleus","VLH","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventrolateral hypothalamic nucleus","le_VLH"
"10511","paxinos",1993,"ventral nucleus of the lat lemniscus","VLL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral nucleus of the lat lemniscus","le_VLL"
"10711","paxinos",1994,"ventrolateral periaqueductal gray","VLPAG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventrolateral periaqueductal gray","le_VLPAG"
"10721","paxinos",1995,"ventrolateral preoptic nucleus","VLPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventrolateral preoptic nucleus","le_VLPO"
"10501","paxinos",1996,"ventral linear nucleus of the thalamus","VLi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral linear nucleus of the thalamus","le_VLi"
"10811","paxinos",1997,"ventromedial thalamic nucleus","VM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventromedial thalamic nucleus","le_VM"
"10741","paxinos",1998,"ventromedial hypothalamic nucleus","VMH","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventromedial hypothalamic nucleus","le_VMH"
"10751","paxinos",1999,"ventromedial hypothalamic nucleus, anterior part",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventromedial hypothalamic nucleus, anterior part","le_NA"
"10761","paxinos",2000,"ventromedial hypothalamic nucleus, central part","VMHC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventromedial hypothalamic nucleus, central part","le_VMHC"
"10771","paxinos",2001,"ventromedial hypothalamic nucleus, dorsomedial part","VMHDM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventromedial hypothalamic nucleus, dorsomedial part","le_VMHDM"
"10791","paxinos",2002,"ventromedial nucleus of the hypothalamus shell","VMHSh","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventromedial nucleus of the hypothalamus shell","le_VMHSh"
"10781","paxinos",2003,"ventromedial hypothalamic nucleus, ventrolateral part","VMHVL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventromedial hypothalamic nucleus, ventrolateral part","le_VMHVL"
"10801","paxinos",2004,"ventromedial preoptic nucleus","VMPO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventromedial preoptic nucleus","le_VMPO"
"10521","paxinos",2005,"ventral orbital cortex","VO","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","left","le_ventral orbital cortex","le_VO"
"10361","paxinos",2006,"vascular organ of the lamina terminalis","VOLT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_vascular organ of the lamina terminalis","le_VOLT"
"10531","paxinos",2007,"ventral pallidum","VP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral pallidum","le_VP"
"10561","paxinos",2008,"ventral posterolateral thalamic nucleus","VPL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral posterolateral thalamic nucleus","le_VPL"
"10571","paxinos",2009,"ventral posteromedial thalamic nucleus","VPM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral posteromedial thalamic nucleus","le_VPM"
"10551","paxinos",2010,"ventral posterior nucleus of the thalamus, parvicellular part","VPPC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral posterior nucleus of the thalamus, parvicellular part","le_VPPC"
"10581","paxinos",2012,"ventral reuniens thalamic nucleus","VRe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral reuniens thalamic nucleus","le_VRe"
"10611","paxinos",2013,"ventral subiculum","VS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral subiculum","le_VS"
"10621","paxinos",2014,"ventral tegmental area","VTA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral tegmental area","le_VTA"
"10631","paxinos",2015,"ventral tegmental area, rostral part","VTAR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral tegmental area, rostral part","le_VTAR"
"10671","paxinos",2016,"ventral tuberomammillary nucleus","VTM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral tuberomammillary nucleus","le_VTM"
"10661","paxinos",2017,"ventral tenia tecta","VTT","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral tenia tecta","le_VTT"
"10651","paxinos",2021,"ventral tegmental nucleus","VTg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_ventral tegmental nucleus","le_VTg"
"10841","paxinos",2023,"vestibulocerebellar nucleus","VeCb","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_vestibulocerebellar nucleus","le_VeCb"
"7271","paxinos",2024,"nucleus X","X","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus X","le_X"
"10921","paxinos",2025,"xiphoid thalamic nucleus","Xi","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_xiphoid thalamic nucleus","le_Xi"
"7281","paxinos",2026,"nucleus Y","Y","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus Y","le_Y"
"7291","paxinos",2027,"nucleus Z","Z","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus Z","le_Z"
"10931","paxinos",2028,"zona incerta","ZI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_zona incerta","le_ZI"
"10941","paxinos",2029,"zona incerta, caudal part","ZIC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_zona incerta, caudal part","le_ZIC"
"10951","paxinos",2030,"zona incerta, dorsal part","ZID","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_zona incerta, dorsal part","le_ZID"
"10961","paxinos",2031,"zona incerta, rostral part","ZIR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_zona incerta, rostral part","le_ZIR"
"10971","paxinos",2032,"zona incerta, ventral part","ZIV","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_zona incerta, ventral part","le_ZIV"
"10981","paxinos",2033,"zona layer of the superior colliculus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_zona layer of the superior colliculus","le_NA"
"2281","paxinos",2034,"artery","a","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_artery","le_a"
"1901","paxinos",2036,"anterior commissure","ac","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_anterior commissure","le_ac"
"1911","paxinos",2037,"anterior commissure, anterior part","aca","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_anterior commissure, anterior part","le_aca"
"1891","paxinos",2038,"anterior cerebral artery","acer","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_anterior cerebral artery","le_acer"
"1921","paxinos",2039,"anterior commissure, intrabulbar part","aci","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_anterior commissure, intrabulbar part","le_aci"
"1931","paxinos",2040,"anterior commissure, posterior part","acp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_anterior commissure, posterior part","le_acp"
"1751","paxinos",2041,"alveus of the hippocampus","alv","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_alveus of the hippocampus","le_alv"
"1651","paxinos",2043,"accessory olfactory tract","aot","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_accessory olfactory tract","le_aot"
"1871","paxinos",2044,"ansoparamedian fissure","apmf","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_ansoparamedian fissure","le_apmf"
"2271","paxinos",2045,"arteries",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_arteries","le_NA"
"2291","paxinos",2046,"ascending fibers of the facial nerve","asc7","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_ascending fibers of the facial nerve","le_asc7"
"2101","paxinos",2047,"anterior spinal artery","asp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_anterior spinal artery","le_asp"
"2321","paxinos",2048,"azygous anterior cerebral artery","azac","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_azygous anterior cerebral artery","le_azac"
"2331","paxinos",2049,"azygous pericallosal artery","azp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_azygous pericallosal artery","le_azp"
"2381","paxinos",2051,"basilar artery","bas","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_basilar artery","le_bas"
"2721","paxinos",2052,"brachium of the inferior colliculus","bic","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_brachium of the inferior colliculus","le_bic"
"2731","paxinos",2053,"brachium of the superior colliculus","bsc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_brachium of the superior colliculus","le_bsc"
"2991","paxinos",2055,"cerebellar white matter","cbw","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_cerebellar white matter","le_cbw"
"3181","paxinos",2056,"corpus callosum","cc","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_corpus callosum","le_cc"
"3151","paxinos",2057,"common carotid artery",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_common carotid artery","le_NA"
"3061","paxinos",2058,"cingulum","cg","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_cingulum","le_cg"
"3031","paxinos",2059,"choroid plexus","chp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_choroid plexus","le_chp"
"3121","paxinos",2060,"commissure of the inferior colliculus","cic","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_commissure of the inferior colliculus","le_cic"
"3131","paxinos",2061,"commissure of the lateral lemniscus","cll","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_commissure of the lateral lemniscus","le_cll"
"3021","paxinos",2063,"cerebral peduncle","cp","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_cerebral peduncle","le_cp"
"3211","paxinos",2064,"Corticospinal tract",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_Corticospinal tract","le_NA"
"3141","paxinos",2065,"commissure of the superior colliculus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_commissure of the superior colliculus","le_NA"
"3111","paxinos",2066,"commissural stria terminalis","cst","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_commissural stria terminalis","le_cst"
"3241","paxinos",2068,"cuneate fasciculus","cu","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_cuneate fasciculus","le_cu"
"3411","paxinos",2069,"dorsal acoustic stria","das","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","left","le_dorsal acoustic stria","le_das"
